index,current_time,crawled_at,pressure,country,wind_direction,sky,uniq_id,visibility,temparature,dev_point,place,location,data_category,latest_report,wind,forecast,feels_like,index_date_format
3380,"19 Jan 2020, 02:10:11",Sun Jan 19 15:40:12 2020, 1022 mbar,USA, from East,Clear.,b6e2f3d3-431b-5c55-8e3d-837992489774, 16 km,10 °C, 2 °C," Weather in Watsonville, California, USA",Watsonville Municipal Airport,weather," 19 Jan 2020, 00:53",7 km/h ,16 / 5 °C,9 °C,2020.01.19
3381,"19 Jan 2020, 05:10:11",Sun Jan 19 15:40:12 2020, 1013 mbar,USA, from Southwest,Mostly cloudy.,88965e24-b395-50b8-ac50-72aaf2dda981, 14 km,14 °C, 13 °C," Weather in Fayetteville, North Carolina, USA",Fayetteville Regional Airport,weather," 19 Jan 2020, 04:29",17 km/h ,14 / 3 °C,13 °C,2020.01.19
3382,"19 Jan 2020, 04:10:11",Sun Jan 19 15:40:12 2020, 1026 mbar,USA, from Northwest,Passing clouds.,2f72ad8d-1ee7-5a65-a74c-e47e2a544b38, 16 km,-19 °C, -23 °C," Weather in Waterloo, Iowa, USA",Waterloo Municipal Airport,weather," 19 Jan 2020, 03:27",26 km/h ,-14 / -19 °C,-30 °C,2020.01.19
3383,"19 Jan 2020, 04:10:11",Sun Jan 19 15:40:12 2020, 1032 mbar,USA,na,Clear.,e4ab2681-2ceb-536d-afa4-3b58939206a4, 16 km,-3 °C, -6 °C," Weather in Fayetteville, Arkansas, USA",Drake Field,weather," 19 Jan 2020, 02:53",No wind,5 / -5 °C,-3 °C,2020.01.19
3384,"19 Jan 2020, 05:10:11",Sun Jan 19 15:40:12 2020, 1010 mbar,USA, from Southwest,Light rain. Fog.,f6055b2e-40d4-5777-a359-2bd0bd3d8e0c, 13 km,11 °C, 10 °C," Weather in Norfolk, Virginia, USA",Norfolk Naval Air Station,weather," 19 Jan 2020, 03:59",19 km/h ,13 / 2 °C,9 °C,2020.01.19
3385,"19 Jan 2020, 05:10:11",Sun Jan 19 15:40:12 2020, 1003 mbar,USA, from West,Fog.,18312463-7c33-50c7-acd5-22348f0d06a9, 4 km,1 °C, 0 °C," Weather in Waterbury, Connecticut, USA",Oxford,weather," 19 Jan 2020, 04:36",11 km/h ,4 / -5 °C,-2 °C,2020.01.19
3386,"19 Jan 2020, 01:10:11",Sun Jan 19 15:40:12 2020, 1001 mbar,USA, from East,Overcast.,458ca755-d29b-52b3-9d51-1890c7477ab5, 16 km,-13 °C, -19 °C," Weather in Nome, Alaska, USA",Nome Airport,weather," 18 Jan 2020, 23:53",15 km/h ,-12 / -16 °C,-20 °C,2020.01.19
3387,"19 Jan 2020, 04:10:12",Sun Jan 19 15:40:12 2020, 1025 mbar,USA, from West,Passing clouds.,cb7f4c76-0f29-536c-a09e-15f1c72aebf3, 16 km,-19 °C, -22 °C," Weather in Faribault, Minnesota, USA",Faribault Municipal,weather," 19 Jan 2020, 03:15",17 km/h ,-15 / -19 °C,-28 °C,2020.01.19
3388,"19 Jan 2020, 04:10:12",Sun Jan 19 15:40:12 2020, 1029 mbar,USA, from Northwest,Clear.,09fca8b0-9e40-5a5f-a919-731a74dea1af, 16 km,-7 °C, -14 °C," Weather in Washington, Missouri, USA",Spirit Of St. Louis Airport,weather," 19 Jan 2020, 02:54",22 km/h ,-5 / -10 °C,-14 °C,2020.01.19
3389,"19 Jan 2020, 03:10:12",Sun Jan 19 15:40:12 2020, 1032 mbar ,USA, from Northeast,Clear.,71e0af7e-a11f-530d-aca0-591c87b0a833, 16 km,-4 °C, -8 °C," Weather in Farmington, New Mexico, USA",Four Corners Regional Airport,weather," 19 Jan 2020, 01:53",6 km/h ,5 / -7 °C,-7 °C,2020.01.19
3390,"19 Jan 2020, 04:10:12",Sun Jan 19 15:40:12 2020, 991 mbar,USA,na,Chilly.,08678fbc-6f31-5974-b3c8-8310d7e63fe5, N/A,-2 °C, -4 °C," Weather in Noble, Oklahoma, USA",MADIS Weather Station E5982 (APRSWXNET),weather," 19 Jan 2020, 03:15",,10 / -3 °C,,2020.01.19
3391,"19 Jan 2020, 05:10:12",Sun Jan 19 15:40:12 2020, 1007 mbar,USA,na,Overcast.,4c1e98a5-f548-5b1a-8e19-53799f9ab7d5, 16 km,7 °C, 5 °C," Weather in Washington DC, USA",Reagan National Airport,weather," 19 Jan 2020, 03:52",No wind,7 / -3 °C,7 °C,2020.01.19
3392,"19 Jan 2020, 04:10:12",Sun Jan 19 15:40:12 2020, 1033 mbar,USA, from Northwest,Clear.,9543ee6a-aec5-5f33-a4a0-0f7b9e4017b9, 16 km,-21 °C, -24 °C," Weather in Fargo, North Dakota, USA",Hector International Airport,weather," 19 Jan 2020, 02:53",20 km/h ,-17 / -20 °C,-31 °C,2020.01.19
3393,"19 Jan 2020, 01:10:12",Sun Jan 19 15:40:12 2020, 1006 mbar,USA, from North,Clear.,edbac26a-c365-5f2e-a05c-1edcc224b64f, 16 km,-21 °C, -24 °C," Weather in Noatak, Alaska, USA",Noatak Weather Reporting Station,weather," 18 Jan 2020, 23:56",6 km/h ,-20 / -24 °C,-25 °C,2020.01.19
3394,"19 Jan 2020, 05:10:12",Sun Jan 19 15:40:12 2020, 1003 mbar,USA, from Southwest,Ice fog.,3261d9cc-5a32-5a8b-bc46-37e341c45f9d, 10 km,0 °C, -1 °C," Weather in Warwick, Rhode Island, USA",Pawtucket Weather Reporting Station,weather," 19 Jan 2020, 04:09",9 km/h ,6 / -3 °C,-3 °C,2020.01.19
3395,"19 Jan 2020, 05:10:12",Sun Jan 19 15:40:12 2020, 1010 mbar,USA, from Southwest,Overcast.,c39a4975-e463-5009-bae6-398b3139edca, 16 km,10 °C, 7 °C," Weather in Newport News, Virginia, USA",Newport News / Williamsburg International Airport,weather," 19 Jan 2020, 03:54",28 km/h ,12 / 1 °C,7 °C,2020.01.19
3396,"19 Jan 2020, 05:10:12",Sun Jan 19 15:40:13 2020, 1003 mbar,USA, from Southwest,Low clouds.,5b0fe876-527d-5880-b011-ce757918d417, 16 km,4 °C, 4 °C," Weather in Falmouth, Massachusetts, USA",Otis Air National Guard Base,weather," 19 Jan 2020, 03:45",17 km/h ,5 / -2 °C,0 °C,2020.01.19
3397,"19 Jan 2020, 05:10:12",Sun Jan 19 15:40:13 2020, 1011 mbar,USA, from West,Overcast.,efc76898-3c75-553a-b5b5-7b0d5ba1013a, 16 km,-6 °C, -9 °C," Weather in Warren, Michigan, USA",Detroit City Airport,weather," 19 Jan 2020, 03:53",35 km/h ,-2 / -7 °C,-14 °C,2020.01.19
3398,"19 Jan 2020, 02:10:12",Sun Jan 19 15:40:13 2020, 1020 mbar,USA,na,Clear.,9e56838b-4f76-5b50-86d0-d41d71326e74, 16 km,12 °C, 6 °C," Weather in Newport Beach, California, USA",John Wayne Airport-Orange County Airport,weather," 19 Jan 2020, 00:53",No wind,20 / 11 °C,12 °C,2020.01.19
3399,"19 Jan 2020, 05:10:12",Sun Jan 19 15:40:13 2020, 1005 mbar,USA, from North,Mostly cloudy.,e8525db8-f2ea-53c3-b851-4c94b82994d4, 16 km,2 °C, 1 °C," Weather in Warminster Township, Pennsylvania, USA",Doylestown Airport,weather," 19 Jan 2020, 04:14",6 km/h ,4 / -4 °C,1 °C,2020.01.19
3400,"19 Jan 2020, 05:10:12",Sun Jan 19 15:40:13 2020, 1003 mbar,USA, from West,Low clouds.,88de12e8-8a5f-5c86-a548-ac77358f1590, 16 km,3 °C, 3 °C," Weather in Fall River, Massachusetts, USA",New Bedford Regional Airport,weather," 19 Jan 2020, 03:53",13 km/h ,6 / -3 °C,0 °C,2020.01.19
3401,"19 Jan 2020, 05:10:12",Sun Jan 19 15:40:13 2020, 998 mbar,USA, from South,Cold.,3c4046f8-556c-59da-8ece-427d0ae0a8ba, N/A,-7 °C, -8 °C," Weather in Newport, Vermont, USA",Frelighsburg,weather," 19 Jan 2020, 04:00",11 km/h ,-4 / -14 °C,-12 °C,2020.01.19
3402,"19 Jan 2020, 03:10:12",Sun Jan 19 15:40:13 2020, 1035 mbar ,USA, from West,Overcast.,263f7b04-fec0-5f80-bfb4-26e52ca96baa, 16 km,-7 °C, -13 °C," Weather in Wamsutter, Wyoming, USA",Rawlins Municipal,weather," 19 Jan 2020, 01:53",26 km/h ,-7 / -16 °C,-15 °C,2020.01.19
3403,"19 Jan 2020, 05:10:12",Sun Jan 19 15:40:13 2020, 1002 mbar,USA, from West,Chilly.,e361505d-6892-5afd-8cc0-c2dc41609973, N/A,4 °C, 3 °C," Weather in Fairhaven, Massachusetts, USA",Oxford - MADIS Station,weather," 19 Jan 2020, 04:15",10 km/h ,6 / -3 °C,1 °C,2020.01.19
3404,"19 Jan 2020, 02:10:13",Sun Jan 19 15:40:13 2020, 1019 mbar,USA, from East,Cool.,5ba117af-042a-5407-a70d-29899921d65f, N/A,10 °C, 10 °C," Weather in Newport, Oregon, USA",Newport - MADIS Station,weather," 19 Jan 2020, 01:00",8 km/h ,13 / 8 °C,10 °C,2020.01.19
3405,"19 Jan 2020, 05:10:13",Sun Jan 19 15:40:13 2020, 1005 mbar,USA, from West,Low clouds.,08a88145-6db3-5b64-a425-a0e5ec84de65, 14 km,-7 °C, -8 °C," Weather in Waltham, Massachusetts, USA",Hanscom Field,weather," 19 Jan 2020, 03:51",7 km/h ,6 / -4 °C,-10 °C,2020.01.19
3406,"19 Jan 2020, 04:10:13",Sun Jan 19 15:40:13 2020, 1027 mbar,USA, from Northwest,Passing clouds.,97a477de-28ca-5b19-bb12-863ba72948af, N/A,-18 °C, -22 °C," Weather in Fairfield, Iowa, USA",Fair Field,weather," 19 Jan 2020, 03:15",24 km/h ,-14 / -18 °C,-29 °C,2020.01.19
3407,"19 Jan 2020, 05:10:13",Sun Jan 19 15:40:13 2020, 1005 mbar,USA, from Southwest,Overcast.,7760db8b-f50d-5ad9-b8f0-4eec66c2dc54, 14 km,2 °C, 1 °C," Weather in Newark, New Jersey, USA",Newark International Airport,weather," 19 Jan 2020, 04:28",11 km/h ,5 / -1 °C,-2 °C,2020.01.19
3408,"19 Jan 2020, 05:10:13",Sun Jan 19 15:40:13 2020, 1007 mbar,USA,na,Light rain. Mostly cloudy.,3e205e23-8144-5691-b0f4-df55a63dee42, 13 km,4 °C, 3 °C," Weather in Fairfax, Virginia, USA",Washington-Dulles International Airport,weather," 19 Jan 2020, 03:52",No wind,6 / -3 °C,4 °C,2020.01.19
3409,"19 Jan 2020, 02:10:13",Sun Jan 19 15:40:13 2020, 1023 mbar,USA,na,Clear.,053fb12e-906f-52da-b382-681dbcf81fa2, 16 km,9 °C, 2 °C," Weather in Walnut Creek, California, USA",Buchanan Field,weather," 19 Jan 2020, 00:53",No wind,12 / 4 °C,9 °C,2020.01.19
3410,"19 Jan 2020, 02:10:13",Sun Jan 19 15:40:13 2020, 1029 mbar,USA, from Southeast,Ice fog.,66a44ed8-2bca-5a55-a486-034ba018f462, 1 km,-2 °C, -2 °C," Weather in Walla Walla, Washington, USA",Walla Walla Regional Airport,weather," 19 Jan 2020, 01:16",6 km/h ,1 / -2 °C,-4 °C,2020.01.19
3411,"19 Jan 2020, 05:10:13",Sun Jan 19 15:40:13 2020, 1006 mbar,USA, from West,Overcast.,2c3eceb3-55e8-59f1-ace7-68e369795b8f, 16 km,3 °C, 1 °C," Weather in New York, New York, USA",New York City - Central Park,weather," 19 Jan 2020, 04:21",13 km/h ,5 / -1 °C,-1 °C,2020.01.19
3412,"19 Jan 2020, 04:10:13",Sun Jan 19 15:40:13 2020, 1033 mbar,USA,na,Clear.,5a0f65c4-60de-5e58-9405-430243c53aba, 16 km,-10 °C, -14 °C," Weather in Fairbury, Nebraska, USA",Hebron Municipal Airport,weather," 19 Jan 2020, 03:35",No wind,-8 / -14 °C,-10 °C,2020.01.19
3413,"19 Jan 2020, 05:10:13",Sun Jan 19 15:40:13 2020, 1007 mbar,USA, from Northwest,Low clouds.,c4b04d6b-8fd3-5dd9-8d24-778c1c8d8885, 16 km,6 °C, 5 °C," Weather in Waldorf, Maryland, USA",Camp Springs / Andrews Air Force Base,weather," 19 Jan 2020, 03:56",6 km/h ,7 / -3 °C,5 °C,2020.01.19
3414,"19 Jan 2020, 05:10:13",Sun Jan 19 15:40:14 2020, 1013 mbar,USA, from West,Light snow. Mostly cloudy.,ad4ba547-234e-5c76-bfdc-1fa837494bed, 14 km,-2 °C, -7 °C," Weather in New Wilmington, Pennsylvania, USA","New Castle, New Castle Municipal Airport",weather," 19 Jan 2020, 03:56",32 km/h ,1 / -9 °C,-10 °C,2020.01.19
3415,"19 Jan 2020, 01:10:13",Sun Jan 19 15:40:14 2020, 1010 mbar,USA,na,Extremely cold.,5474e5dd-c4f5-5e39-87d6-a6f2d04cedf8, 16 km,-36 °C, -39 °C," Weather in Fairbanks, Alaska, USA",Wainwright U. S. Army Airfield,weather," 18 Jan 2020, 23:58",No wind,-30 / -33 °C,-36 °C,2020.01.19
3416,"19 Jan 2020, 05:10:13",Sun Jan 19 15:40:14 2020, 1019 mbar,USA, from Northwest,Clear.,384d5ae5-e29e-5142-aa95-131c7bec67e1, 16 km,2 °C, -5 °C," Weather in New Tazewell, Tennessee, USA",Bell County Airport,weather," 19 Jan 2020, 04:35",9 km/h ,8 / -6 °C,-1 °C,2020.01.19
3417,"19 Jan 2020, 02:10:13",Sun Jan 19 15:40:14 2020, 1025 mbar,USA, from North,Mostly cloudy.,a6645a6b-e459-5242-a9a7-0072991333d7, 16 km,6 °C, 2 °C," Weather in Everett, Washington, USA",Snohomish County Airport,weather," 19 Jan 2020, 00:53",9 km/h ,10 / 7 °C,4 °C,2020.01.19
3418,"19 Jan 2020, 00:10:13",Sun Jan 19 15:40:14 2020, 1019 mbar,USA, from North,Passing clouds.,be50a1f0-9486-5386-8887-f010550d26d0, 16 km,20 °C, 14 °C," Weather in Waipahu, Hawaii, USA",Wheeler Air Force Base / Oahu,weather," 18 Jan 2020, 23:26",13 km/h ,26 / 19 °C,20 °C,2020.01.19
3419,"19 Jan 2020, 04:10:13",Sun Jan 19 15:40:14 2020, 1039 mbar ,USA, from Northwest,Clear.,96dea5a5-8a44-5f3e-8e95-3f874f6409f8, 16 km,-22 °C, -27 °C," Weather in New Salem, North Dakota, USA",Bismarck Municipal Airport,weather," 19 Jan 2020, 02:52",20 km/h ,-20 / -25 °C,-33 °C,2020.01.19
3420,"19 Jan 2020, 01:10:13",Sun Jan 19 15:40:14 2020, 1004 mbar,USA, from Southeast,Low clouds.,a4c2fd9e-5bfa-5d1c-addf-ca00d11d64d2, N/A,-22 °C, -24 °C," Weather in Wainwright, Alaska, USA",Wainwright Distant Early Warning,weather," 18 Jan 2020, 23:53",15 km/h ,-23 / -28 °C,-31 °C,2020.01.19
3421,"19 Jan 2020, 05:10:14",Sun Jan 19 15:40:14 2020, 1021 mbar,USA, from South,Clear.,5a4787db-7abb-5440-a202-df2f30bc8783, 16 km,18 °C, 15 °C," Weather in New Port Richey, Florida, USA",Clearwater Air Park,weather," 19 Jan 2020, 04:15",6 km/h ,22 / 16 °C,18 °C,2020.01.19
3422,"19 Jan 2020, 04:10:13",Sun Jan 19 15:40:14 2020, 1024 mbar,USA, from Northwest,Passing clouds.,ab1fb442-bc8b-5fa6-9533-5ce6420cceb8, 16 km,-4 °C, -11 °C," Weather in Evansville, Indiana, USA",Evansville Regional Airport,weather," 19 Jan 2020, 02:54",19 km/h ,-3 / -9 °C,-10 °C,2020.01.19
3423,"19 Jan 2020, 04:10:14",Sun Jan 19 15:40:14 2020, 1019 mbar,USA, from West,Passing clouds.,b425b129-3d92-5847-99a4-3363f4f49466, 16 km,-15 °C, -21 °C," Weather in Evanston, Illinois, USA",Pal-Waukee Airport,weather," 19 Jan 2020, 03:11",32 km/h ,-6 / -14 °C,-26 °C,2020.01.19
3424,"19 Jan 2020, 00:10:14",Sun Jan 19 15:40:14 2020, 1020 mbar,USA, from Northeast,Partly cloudy.,bad55dae-09bf-5880-a4ed-20f07981647b, 16 km,23 °C, 16 °C," Weather in Wailuku, Hawaii, USA",Kahului Airport,weather," 18 Jan 2020, 22:54",32 km/h ,26 / 21 °C,24 °C,2020.01.19
3425,"19 Jan 2020, 03:10:14",Sun Jan 19 15:40:14 2020, 1031 mbar ,USA, from Northeast,Ice fog.,e51792ab-1363-567d-8339-c171259fd2ba, 6 km,-3 °C, -4 °C," Weather in Eureka, Montana, USA",Kalispell - Glacier Park International,weather," 19 Jan 2020, 02:21",6 km/h ,2 / -4 °C,-5 °C,2020.01.19
3426,"19 Jan 2020, 04:10:14",Sun Jan 19 15:40:14 2020, 1032 mbar,USA, from North,Clear.,841bc293-577e-5a21-b355-227a264af12d, 16 km,2 °C, -3 °C," Weather in Waco, Texas, USA",Waco Regional Airport,weather," 19 Jan 2020, 02:51",13 km/h ,12 / 1 °C,-1 °C,2020.01.19
3427,"19 Jan 2020, 04:10:14",Sun Jan 19 15:40:14 2020, 1022 mbar,USA, from North,Passing clouds.,0f794464-4809-5c6d-a02e-b133bc8946cd, 16 km,16 °C, 12 °C," Weather in New Orleans, Louisiana, USA",Lakefront Airport,weather," 19 Jan 2020, 02:53",35 km/h ,20 / 7 °C,16 °C,2020.01.19
3428,"19 Jan 2020, 05:10:14",Sun Jan 19 15:40:14 2020, 1004 mbar,USA, from West,Low clouds.,df2d9ff1-29a8-5e4a-99f3-c79104e15434, 14 km,3 °C, 2 °C," Weather in New Haven, Connecticut, USA",Tweed-New Haven Airport,weather," 19 Jan 2020, 03:53",17 km/h ,5 / -2 °C,-1 °C,2020.01.19
3429,"19 Jan 2020, 02:10:14",Sun Jan 19 15:40:15 2020, 1026 mbar,USA,na,Clear.,297d1ade-5cb8-56c4-981b-7c01a2f5223c, 16 km,10 °C, 6 °C," Weather in Eureka, California, USA",Eureka,weather," 18 Jan 2020, 21:53",No wind,13 / 7 °C,10 °C,2020.01.19
3430,"19 Jan 2020, 05:10:14",Sun Jan 19 15:40:15 2020, 1005 mbar,USA, from West,Passing clouds.,c7559079-4baf-5ad7-9da2-1eb88e5b56de, 16 km,1 °C, 0 °C," Weather in New City, New York, USA",Westchester County Airport,weather," 19 Jan 2020, 03:56",9 km/h ,4 / -3 °C,-2 °C,2020.01.19
3431,"19 Jan 2020, 02:10:14",Sun Jan 19 15:40:15 2020, 1020 mbar,USA, from East,Clear.,a535ba1a-318a-5dec-a5b0-615df4ceca31, 16 km,8 °C, 4 °C," Weather in Vista, California, USA",McClellan-Palomar Airport,weather," 19 Jan 2020, 00:53",6 km/h ,22 / 5 °C,8 °C,2020.01.19
3432,"19 Jan 2020, 02:10:14",Sun Jan 19 15:40:15 2020, 999 mbar,USA,na,Cool.,c0bd9e2c-8c24-59a9-b9e2-00456a9dc116, N/A,8 °C, 6 °C," Weather in Eugene, Oregon, USA",Old Colton - MADIS Station,weather," 19 Jan 2020, 00:30",No wind,13 / 6 °C,8 °C,2020.01.19
3433,"19 Jan 2020, 02:10:14",Sun Jan 19 15:40:15 2020, 1026 mbar,USA, from West,Fog.,8a875f53-eaa1-55d1-8c6f-a39d908e3c54, 2 km,6 °C, 6 °C," Weather in Visalia, California, USA",Visalia Municipal,weather," 19 Jan 2020, 01:29",6 km/h ,13 / 3 °C,5 °C,2020.01.19
3434,"19 Jan 2020, 05:10:14",Sun Jan 19 15:40:15 2020, 1005 mbar,USA,na,Mostly cloudy.,f8be0fb8-f44e-5313-8e9a-5aee32ab3501, 13 km,2 °C, 1 °C," Weather in New Brunswick, New Jersey, USA",Somerset Airport,weather," 19 Jan 2020, 04:16",No wind,4 / -2 °C,2 °C,2020.01.19
3435,"19 Jan 2020, 05:10:14",Sun Jan 19 15:40:15 2020, 1010 mbar,USA, from West,Light rain. Fog.,c8b2d4a3-b9f3-5257-ad43-f685370cad5b, 6 km,12 °C, 11 °C," Weather in Virginia Beach, Virginia, USA",Virginia Beach - Oceana,weather," 19 Jan 2020, 03:56",20 km/h ,13 / 2 °C,10 °C,2020.01.19
3436,"19 Jan 2020, 02:10:14",Sun Jan 19 15:40:15 2020, 1020 mbar,USA, from North,Clear.,6b24d809-eff4-5e37-a6c1-7c23bdbeb97d, 16 km,4 °C, -1 °C," Weather in Escondido, California, USA",Ramona Airport,weather," 19 Jan 2020, 00:53",7 km/h ,24 / 6 °C,2 °C,2020.01.19
3437,"19 Jan 2020, 05:10:14",Sun Jan 19 15:40:15 2020, 1003 mbar,USA, from West,Low clouds.,ee264999-a82a-5b64-82c5-3b4d61079c5c, 16 km,3 °C, 3 °C," Weather in New Bedford, Massachusetts, USA",New Bedford Regional Airport,weather," 19 Jan 2020, 03:53",13 km/h ,6 / -3 °C,0 °C,2020.01.19
3438,"19 Jan 2020, 05:10:15",Sun Jan 19 15:40:15 2020, 1011 mbar,USA, from North,Light snow. Mostly cloudy.,cd811c76-d9b6-5dbf-8449-25b76b7bbeb4, 14 km,-5 °C, -8 °C," Weather in Escanaba, Michigan, USA",Escanaba Delta County Airport,weather," 19 Jan 2020, 04:09",13 km/h ,-4 / -9 °C,-10 °C,2020.01.19
3439,"19 Jan 2020, 05:10:15",Sun Jan 19 15:40:15 2020, 1024 mbar,USA, from Northwest,Passing clouds.,8ed8c943-5fac-503f-b72b-f40b4fb0c0ef, 16 km,-7 °C, -14 °C," Weather in Vincennes, Indiana, USA",Lawrenceville-Vincennes International Airport,weather," 19 Jan 2020, 04:32",43 km/h ,-3 / -11 °C,-17 °C,2020.01.19
3440,"19 Jan 2020, 05:10:15",Sun Jan 19 15:40:15 2020, 1009 mbar,USA, from Southwest,Light snow. Ice fog.,1014f2bf-b759-58c0-90af-415a17ebfba8, 2 km,-2 °C, -4 °C," Weather in Erie, Pennsylvania, USA",Erie International Airport,weather," 19 Jan 2020, 03:51",28 km/h ,2 / -6 °C,-9 °C,2020.01.19
3441,"19 Jan 2020, 02:10:15",Sun Jan 19 15:40:15 2020, 1026 mbar ,USA, from West,Clear.,28d71314-4506-5b31-b5e1-61576a0164b2, 16 km,4 °C, -6 °C," Weather in Victorville, California, USA",Barstow-Daggett Airport,weather," 19 Jan 2020, 00:50",17 km/h ,16 / -1 °C,0 °C,2020.01.19
3442,"19 Jan 2020, 04:10:15",Sun Jan 19 15:40:15 2020, 1015 mbar,USA, from West,Mostly cloudy.,48bb1cab-08b0-59b0-9a54-1ec3f21afa49, 16 km,-13 °C, -18 °C," Weather in Neenah, Wisconsin, USA",Appleton / Outagamie,weather," 19 Jan 2020, 03:35",30 km/h ,-5 / -13 °C,-23 °C,2020.01.19
3443,"19 Jan 2020, 04:10:15",Sun Jan 19 15:40:15 2020, 1024 mbar,USA, from West,Passing clouds.,1a102efe-3538-5f2e-b79a-ddfebe679efa, 16 km,2 °C, -9 °C," Weather in Nashville, Tennessee, USA",Nashville International Airport,weather," 19 Jan 2020, 02:53",13 km/h ,3 / -6 °C,-2 °C,2020.01.19
3444,"19 Jan 2020, 04:10:15",Sun Jan 19 15:40:15 2020, 1027 mbar,USA, from North,Clear.,37f6405b-0694-59c2-8e89-c89c8c419949, 16 km,10 °C, 4 °C," Weather in Victoria, Texas, USA",Victoria Regional Airport,weather," 19 Jan 2020, 02:51",19 km/h ,15 / 6 °C,8 °C,2020.01.19
3445,"19 Jan 2020, 02:10:15",Sun Jan 19 15:40:15 2020, 1031 mbar,USA, from Northwest,Mostly cloudy.,1492f259-5e05-529d-b9fa-2953da7a8f12, 16 km,0 °C, -2 °C," Weather in Ephrata, Washington, USA",Ephrata Municipal Airport,weather," 19 Jan 2020, 00:53",13 km/h ,3 / -2 °C,-4 °C,2020.01.19
3446,"19 Jan 2020, 05:10:15",Sun Jan 19 15:40:15 2020, 1003 mbar,USA, from North,Light snow. Mostly cloudy.,68579ee4-5abf-523a-80e6-885deed1b6e6, 14 km,-8 °C, -8 °C," Weather in Nashua, New Hampshire, USA",Nashua / Boire Field,weather," 19 Jan 2020, 04:35",6 km/h ,5 / -7 °C,-11 °C,2020.01.19
3447,"19 Jan 2020, 04:10:15",Sun Jan 19 15:40:15 2020, 1033 mbar,USA, from West,Clear.,ffd02ead-eb89-550d-baa9-c59e60dde688, 16 km,-4 °C, -4 °C," Weather in Enid, Oklahoma, USA",Vance Air Force Base / Enid,weather," 19 Jan 2020, 02:56",6 km/h ,9 / -3 °C,-7 °C,2020.01.19
3448,"19 Jan 2020, 04:10:15",Sun Jan 19 15:40:15 2020, 1027 mbar,USA, from North,Quite cool.,62d0b27e-93b6-5386-84e0-6c9fc115d1ac, 16 km,7 °C, -5 °C," Weather in Vicksburg, Mississippi, USA",Vicksburg Municipal,weather," 19 Jan 2020, 03:35",37 km/h ,9 / 1 °C,2 °C,2020.01.19
3449,"19 Jan 2020, 05:10:15",Sun Jan 19 15:40:16 2020, 1004 mbar,USA, from West,Light rain. Low clouds.,afe71fad-e54e-5add-86b2-2d5b18f591b7, 13 km,4 °C, 2 °C," Weather in Narragansett, Rhode Island, USA",Westerly State Airport,weather," 19 Jan 2020, 03:53",11 km/h ,6 / -3 °C,2 °C,2020.01.19
3450,"19 Jan 2020, 02:10:15",Sun Jan 19 15:40:16 2020, 1020 mbar,USA, from North,Clear.,1426d64b-18c5-59d4-a152-162c6ae34244, 16 km,15 °C, -9 °C," Weather in Encino, California, USA",Van Nuys Airport,weather," 19 Jan 2020, 00:51",24 km/h ,23 / 11 °C,13 °C,2020.01.19
3451,"19 Jan 2020, 05:10:15",Sun Jan 19 15:40:16 2020, 1020 mbar,USA, from East,Clear.,297b0a38-722b-57cc-9936-072f78074304, 16 km,19 °C, 16 °C," Weather in Naples, Florida, USA",Naples Municipal,weather," 19 Jan 2020, 03:53",7 km/h ,25 / 18 °C,19 °C,2020.01.19
3452,"19 Jan 2020, 04:10:15",Sun Jan 19 15:40:16 2020, 1033 mbar,USA, from Northeast,Clear.,af26896b-336c-5f1e-be90-1970b8dd013f, 16 km,-4 °C, -7 °C," Weather in Emporia, Kansas, USA",Emporia Municipal Airport,weather," 19 Jan 2020, 02:53",9 km/h ,-2 / -9 °C,-8 °C,2020.01.19
3453,"19 Jan 2020, 05:10:15",Sun Jan 19 15:40:16 2020, 1020 mbar,USA, from South,Overcast.,4003e8fc-5821-5af0-9580-83bd28a2c237, 16 km,18 °C, 14 °C," Weather in Vero Beach, Florida, USA",St. Lucie County International Airport,weather," 19 Jan 2020, 03:53",7 km/h ,27 / 17 °C,18 °C,2020.01.19
3454,"19 Jan 2020, 05:10:15",Sun Jan 19 15:40:16 2020, 1014 mbar,USA, from West,Light snow. Mostly cloudy.,e49683a0-3987-5a5a-86e7-9060df2d88ff, 5 km,-7 °C, -12 °C," Weather in Elyria, Ohio, USA",Lorain County Regional Airport,weather," 19 Jan 2020, 03:53",28 km/h ,-3 / -10 °C,-15 °C,2020.01.19
3455,"19 Jan 2020, 00:10:15",Sun Jan 19 15:40:16 2020, 1020 mbar,USA, from Northeast,Light rain. Passing clouds.,a54fa840-3e52-5d9d-9945-1d833f240425, 12 km,21 °C, 18 °C," Weather in Napili-Honokowai, Hawaii, USA",Kahului  Kahului Airport,weather," 18 Jan 2020, 19:54",13 km/h ,25 / 21 °C,21 °C,2020.01.19
3456,"19 Jan 2020, 05:10:15",Sun Jan 19 15:40:16 2020, 1018 mbar,USA, from West,Overcast.,0182698c-a169-5bb2-a2fb-413aa499c526, 14 km,-5 °C, -11 °C," Weather in Vevay, Indiana, USA",Cincinnati / Northern Kentucky International Airport,weather," 19 Jan 2020, 04:16",41 km/h ,-2 / -9 °C,-14 °C,2020.01.19
